time,open,high,low,close,volume,pct_chg
201702030930,6230.134765625,6231.45849609375,6229.98779296875,6229.98779296875,575855100,0.0010090444445514102
201702030931,6229.92236328125,6231.06005859375,6228.68603515625,6228.68603515625,309740500,-0.0002086680716983924
201702030932,6229.22607421875,6229.22607421875,6224.94775390625,6224.94775390625,306334100,-0.0006004472850631437
201702030933,6224.2587890625,6224.2587890625,6219.23486328125,6219.23486328125,360777900,-0.0009188828825934525
201702030934,6219.38818359375,6219.38818359375,6217.3154296875,6218.259765625,281325200,-0.0001559678609730497
201702030935,6217.62646484375,6217.62646484375,6210.9482421875,6210.9482421875,397439300,-0.0011755700147629833
201702030936,6209.75048828125,6209.75048828125,6207.7099609375,6207.8818359375,326959500,-0.0004942883133819409
201702030937,6207.7216796875,6212.10205078125,6207.4423828125,6212.10205078125,310555900,0.000679781181337269
201702030938,6211.67626953125,6214.0146484375,6211.67626953125,6214.0146484375,295749400,0.0003074644645126856
201702030939,6214.265625,6214.68505859375,6213.47802734375,6214.5771484375,259415300,9.172820771130574e-05
201702030940,6214.822265625,6214.87451171875,6214.10693359375,6214.26416015625,299270700,-5.1491814410553616e-05
201702030941,6213.61279296875,6214.09326171875,6211.4365234375,6212.7939453125,265061600,-0.00023655270297673336
201702030942,6212.546875,6212.63037109375,6211.51904296875,6211.9521484375,264992900,-0.00013520495622743045
201702030943,6211.88720703125,6211.88720703125,6210.75634765625,6210.94482421875,262719800,-0.00016258984698847012
201702030944,6210.32666015625,6210.50927734375,6209.75732421875,6209.77978515625,251717000,-0.00018676722042076932
201702030945,6209.86328125,6210.3681640625,6209.39453125,6210.27685546875,254967600,8.051815040155397e-05
201702030946,6210.3564453125,6212.3037109375,6209.2421875,6212.3037109375,269033600,0.00032526713771363625
201702030947,6212.6796875,6215.94677734375,6212.62451171875,6215.94677734375,256194700,0.000587544065804968
201702030948,6216.44580078125,6219.498046875,6216.44580078125,6219.498046875,288179300,0.0005711114149888896
201702030949,6219.84228515625,6222.08740234375,6219.84228515625,6222.08740234375,297646400,0.00041643218908271606
201702030950,6222.087890625,6223.21533203125,6222.087890625,6223.21533203125,252657400,0.00018161100209090897
201702030951,6223.19921875,6223.42724609375,6222.89892578125,6222.93115234375,258613500,-4.65996702671001e-05
201702030952,6223.35498046875,6223.35498046875,6222.03662109375,6222.03662109375,228477200,-0.0001430194458238443
201702030953,6222.5576171875,6222.73681640625,6221.9482421875,6222.3466796875,224115300,4.982288767041432e-05
201702030954,6222.93603515625,6222.984375,6222.4814453125,6222.74609375,226578300,6.42843941596194e-05
201702030955,6223.02294921875,6223.7861328125,6223.02294921875,6223.51953125,255927000,0.0001237395042386069
201702030956,6224.00439453125,6224.10302734375,6221.6103515625,6221.6103515625,271770100,-0.0003069002750856198
201702030957,6221.65625,6221.65625,6219.33251953125,6219.33251953125,249433000,-0.00036646462893041853
201702030958,6219.23779296875,6219.3359375,6217.95849609375,6218.15087890625,217313700,-0.0001897310481997483
201702030959,6218.0263671875,6218.0263671875,6217.00048828125,6217.06640625,226167900,-0.0001736850992658523
201702031000,6217.4892578125,6217.4892578125,6216.11376953125,6216.11376953125,202538800,-0.00015441357423995328
201702031001,6216.359375,6216.75341796875,6216.06640625,6216.19873046875,182838000,1.4478508263193746e-05
201702031002,6216.38720703125,6216.62744140625,6215.7275390625,6215.93896484375,220015000,-4.182619606840632e-05
201702031003,6216.12646484375,6216.25634765625,6213.70654296875,6213.70654296875,213137800,-0.0003587550716382948
201702031004,6213.771484375,6213.771484375,6212.0234375,6212.1875,246374400,-0.0002446203636797817
201702031005,6212.3203125,6212.3203125,6209.98779296875,6210.42724609375,218026300,-0.0002833139359870174
201702031006,6211.1337890625,6211.1337890625,6209.2451171875,6209.2451171875,222561000,-0.00019000294665594275
201702031007,6209.2802734375,6209.2802734375,6207.6162109375,6207.78125,228172100,-0.00023674356806380192
201702031008,6207.91357421875,6208.6533203125,6207.73876953125,6208.28466796875,200542200,8.054409144664376e-05
